gene_id,gene_name,D13,D27,D33,S31,S44,S50,S52,S9
ENSMUSG00000113186,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113187,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113188,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113189,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113190,NA,0,22,3,0,21,0,0,3
ENSMUSG00000113191,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113192,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113193,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113194,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113195,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113196,NA,0,0,3,0,0,0,0,0
ENSMUSG00000113197,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113198,NA,0,0,9.135,0,0,0,0,0
ENSMUSG00000113199,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113200,NA,1,0,9,0,0,0,0,0
ENSMUSG00000113201,Eif1ad13,0,0,0,0,0,0,0,0
ENSMUSG00000113202,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113203,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113204,NA,220.82900000000004,211,309,189,405,308,197,156.407
ENSMUSG00000113205,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113206,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113207,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113208,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113209,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113210,NA,9,0,0,0,0,0,0,0
ENSMUSG00000113211,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113212,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113213,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113214,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113215,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113216,NA,0,0,1.08,0,0,0,0,4
ENSMUSG00000113217,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113218,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113219,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113220,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113221,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113222,NA,0,0,0,0,0,1.005,25.062,0
ENSMUSG00000113223,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113224,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113225,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113226,NA,45.052,0,57.387,129.307,1.178,6.817,130.851,110.853
ENSMUSG00000113227,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113228,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113229,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113230,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113231,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113232,NA,3,0,15.366,0,0,0,0,0
ENSMUSG00000113233,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113234,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113235,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113236,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113237,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113238,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113239,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113240,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113241,NA,0,0,0,0,0,0,0,1
ENSMUSG00000113242,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113243,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113244,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113245,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113246,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113247,NA,0,0,0,80,0,0,0,0
ENSMUSG00000113248,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113249,NA,0,0,0,1,0,0,0,0
ENSMUSG00000113250,NA,0,0,0,0,0,0,14,0
ENSMUSG00000113251,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113252,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113253,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113254,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113255,Tes3-ps,0,0,0,0,0,0,0,0
ENSMUSG00000113256,NA,0,0,0,0,0,1,0,0
ENSMUSG00000113257,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113258,NA,0,1.381,0,0,0,0,0,7.108
ENSMUSG00000113259,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113260,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113261,NA,0,0,21.494,0,0,0,27.124,18.206
ENSMUSG00000113262,Gm48551,0,0,29.6,0,21.534,6.839,0,27.221
ENSMUSG00000113263,NA,1,0,0,0,0,0,0,0
ENSMUSG00000113264,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113265,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113266,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113267,Gm47969,0,0,0,0,0,0,0,0
ENSMUSG00000113268,NA,0,0,11,0,0,0,0,5
ENSMUSG00000113269,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113270,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113271,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113272,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113274,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113275,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113276,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113277,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113278,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113279,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113280,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113281,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113282,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113283,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113284,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113285,NA,16,0,0,0,0,0,0,6
ENSMUSG00000113286,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113287,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113288,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113289,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113290,NA,0,0,0,0,1,1,0,1
ENSMUSG00000113291,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113292,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113294,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113295,NA,0,0,0,0,0,0,0,5
ENSMUSG00000113296,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113297,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113298,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113299,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113300,NA,0,0,15.734,0,0,1,0,0
ENSMUSG00000113301,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113302,NA,0,0,1,0,0,0,18,0
ENSMUSG00000113303,NA,13,0,0,0,15,12,0,7
ENSMUSG00000113304,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113305,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113306,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113307,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113308,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113309,NA,0,0,0,0,0,0,1,3
ENSMUSG00000113310,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113311,NA,3,0,0,13.012,0,0,0,6.487
ENSMUSG00000113312,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113313,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113314,NA,0,0,0,0,0,0,0,5
ENSMUSG00000113315,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113316,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113317,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113318,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113319,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113320,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113321,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113322,NA,0,0,111.981,0,0,0,65.229,18.66
ENSMUSG00000113323,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113324,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113325,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113326,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113327,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113328,NA,23,0,11,0,31,0,0,4
ENSMUSG00000113329,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113330,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113331,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113332,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113333,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113334,NA,0,0,0,0,0,0,0,4
ENSMUSG00000113335,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113336,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113337,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113338,NA,0,0,4,0,0,0,0,0
ENSMUSG00000113339,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113340,NA,0,0,0,87,0,0,0,0
ENSMUSG00000113341,NA,0,0,9,0,0,0,0,0
ENSMUSG00000113342,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113343,NA,3,0,7,0,1,0,0,1
ENSMUSG00000113344,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113345,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113346,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113347,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113348,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113349,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113350,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113351,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113352,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113353,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113354,NA,0,0,11,0,0,0,0,0
ENSMUSG00000113355,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113356,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113357,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113358,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113359,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113360,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113361,NA,26,35,135,0,24,49,24,8
ENSMUSG00000113362,NA,0,0,0,0,2,0,9,0
ENSMUSG00000113363,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113364,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113365,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113366,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113367,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113368,NA,0,0,13.163,25.833,0,0,0,0
ENSMUSG00000113369,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113370,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113371,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113372,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113373,ENSMUSG00000113373,0,0,0,0,0,0,0,0
ENSMUSG00000113374,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113375,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113376,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113377,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113378,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113379,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113380,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113381,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113382,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113383,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113384,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113385,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113386,NA,12.475,0,0,0,0,0,24.928,1.135
ENSMUSG00000113387,NA,8,0,0,0,0,0,0,0
ENSMUSG00000113388,NA,109.744,0,63.17,0,0,0,0,122.646
ENSMUSG00000113389,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113390,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113391,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113392,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113393,NA,69.465,0,210.481,0,52.881,48.466,0,95.255
ENSMUSG00000113394,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113395,NA,27.049,0,4.248,0,3.072,16.6,0,5.989
ENSMUSG00000113396,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113397,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113398,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113399,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113400,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113401,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113402,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113403,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113404,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113405,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113406,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113407,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113408,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113409,NA,0,1,0,0,0,1,0,0
ENSMUSG00000113410,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113411,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113412,NA,0,0,0,87,0,0,0,0
ENSMUSG00000113413,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113414,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113415,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113416,NA,0,0,0,0,0,2,0,0
ENSMUSG00000113417,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113418,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113419,NA,0,0,0,0,1.012,0,0,0
ENSMUSG00000113420,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113421,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113422,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113423,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113424,NA,3279.646,1336.883,1967.846,2089.565,2370.656,1388.877,3467.508,3562.105
ENSMUSG00000113425,NA,0,0,7,0,0,0,0,0
ENSMUSG00000113426,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113427,NA,46.192,0,48.625,0,1,0,90,39
ENSMUSG00000113428,NA,2.035,0,0,0,0,0,0,0
ENSMUSG00000113429,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113430,NA,1,0,0,0,0,0,0,0
ENSMUSG00000113431,NA,0,0,0,0,0,0,19,0
ENSMUSG00000113432,NA,6,0,7,0,0,0,5,8
ENSMUSG00000113433,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113434,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113435,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113436,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113437,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113438,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113439,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113440,NA,5,0,0,30,0,0,29,5
ENSMUSG00000113441,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113442,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113443,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113444,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113445,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113446,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113447,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113448,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113449,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113450,Zfp935,166,93,100,366,0,19,177,94
ENSMUSG00000113451,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113452,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113453,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113454,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113455,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113456,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113457,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113458,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113459,NA,0,0,0,0,0,0,3,0
ENSMUSG00000113460,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113462,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113463,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113464,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113465,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113466,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113467,NA,4,0,8,0,0,0,0,2.013
ENSMUSG00000113468,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113469,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113470,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113471,NA,3,0,0,0,0,0,0,0
ENSMUSG00000113472,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113473,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113474,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113475,Gm49366,0,0,0,0,0,0,0,0
ENSMUSG00000113476,NA,21.226,0,10.145,0,2.123,0,31.468,39.78
ENSMUSG00000113477,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113478,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113479,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113480,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113481,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113482,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113483,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113484,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113485,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113486,NA,3,0,0,0,0,0,1,0
ENSMUSG00000113487,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113488,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113489,Ubl5b,0,0,0,0,0,0,0,0
ENSMUSG00000113490,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113491,NA,0,0,0,0,0,0,0,2.043
ENSMUSG00000113492,NA,18,0,0,0,22,39,13,3
ENSMUSG00000113493,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113494,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113495,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113496,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113497,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113498,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113499,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113500,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113501,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113502,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113503,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113504,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113505,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113506,NA,1,0,0,0,0,25.998,17.98,0
ENSMUSG00000113507,NA,0,0,0,0,0,19,0,2
ENSMUSG00000113508,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113509,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113510,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113511,NA,5,0,0,0,0,0,0,0
ENSMUSG00000113512,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113513,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113514,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113515,NA,11,0,17,0,0,0,0,0
ENSMUSG00000113516,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113517,NA,0,1,0,0,1,0,0,0
ENSMUSG00000113518,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113519,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113520,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113521,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113522,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113523,NA,0,0,0,0,1,0,0,1
ENSMUSG00000113524,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113526,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113527,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113528,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113529,NA,5.006,0,8,0,0,0,0,2.003
ENSMUSG00000113530,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113531,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113532,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113533,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113534,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113535,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113536,NA,9,0,29,0,39,25,0,8
ENSMUSG00000113537,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113538,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113539,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113540,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113541,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113542,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113543,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113544,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113546,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113547,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113548,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113549,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113550,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113551,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113552,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113553,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113554,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113555,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113556,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113557,NA,0,0,0,0,0,0,0,4
ENSMUSG00000113558,Tmdd1,0,0,0,0,0,0,0,0
ENSMUSG00000113559,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113560,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113561,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113562,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113563,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113564,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113565,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113566,NA,0,0,0,0,6.383,0,0,0
ENSMUSG00000113567,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113568,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113569,NA,0,0,0,0,0,0,0,3
ENSMUSG00000113570,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113571,NA,0,0,4,0,0,0,0,0
ENSMUSG00000113572,NA,0,0,0,44.25,0,0,0,0
ENSMUSG00000113573,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113574,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113575,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113576,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113577,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113578,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113579,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113580,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113581,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113582,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113583,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113584,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113585,NA,54.119,90,33,0,33,56,23,86
ENSMUSG00000113586,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113587,NA,0,0,1,0,0,0,0,3
ENSMUSG00000113588,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113589,NA,0,63,0,0,0,0,0,0
ENSMUSG00000113590,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113591,NA,0,0,0,0,0,0,0,3
ENSMUSG00000113592,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113593,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113594,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113595,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113596,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113597,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113598,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113599,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113600,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113601,NA,1,0,0,0,0,0,0,2
ENSMUSG00000113602,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113603,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113604,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113605,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113606,NA,0,0,0,0,56.388,0,0,0
ENSMUSG00000113608,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113609,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113610,NA,0,0,0,0,0,0,0,6
ENSMUSG00000113611,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113612,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113613,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113614,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113615,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113616,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113617,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113618,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113619,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113620,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113621,NA,0,0,0,0,0,0,1,0
ENSMUSG00000113622,NA,0,0,24.289,39.651,45.01,0,0,19.886
ENSMUSG00000113623,NA,0,0,15,0,0,0,0,2
ENSMUSG00000113624,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113625,NA,0,0,0,0,46.75,0,0,1.602
ENSMUSG00000113626,NA,36,12,10,0,23,0,21,15
ENSMUSG00000113627,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113628,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113629,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113630,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113631,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113632,NA,0,0,0,0,0,0,0,0
ENSMUSG00000113633,NA,0,0,0,0,0,5,0,0
ENSMUSG00000113634,NA,6,0,26,50,0,0,0,0
